統計期,統計區,總計,紙類及紙製品,金屬類,塑膠及橡膠製品,玻璃製品,紡織品,家電用品,電池,資訊及通信物品,農藥容器及特殊環境用藥容器,食用油,其他
106年 7月,新北市,45716,23266,10821,6239,2943,780,469,81,97,0,23,997
106年 7月,臺北市,38680,21949,13393,551,539,109,73,15,57,0,9,1985
106年 7月,桃園市,40307,22359,5377,4497,5528,351,926,118,200,7,17,927
106年 7月,臺中市,39692,20917,5936,6319,3611,230,506,121,253,11,6,1782
106年 7月,臺南市,27836,14487,6646,2607,1996,314,264,167,118,11,7,1220
106年 7月,高雄市,42772,20143,6134,2937,4387,1362,734,215,482,9,3,6367
106年 7月,宜蘭縣,7733,3235,1807,1233,727,84,101,46,32,1,49,418
106年 7月,新竹縣,7567,3475,2253,882,644,27,87,63,35,3,0,98
106年 7月,苗栗縣,8800,3671,1647,1642,1036,138,214,65,36,4,1,348
106年 7月,彰化縣,16806,8499,2982,1881,1644,359,361,231,161,26,61,603
106年 7月,南投縣,7557,3393,1571,1127,751,90,65,28,9,4,420,99
106年 7月,雲林縣,7444,2961,1754,688,633,31,539,62,36,22,8,709
106年 7月,嘉義縣,8444,3136,2431,1517,648,198,150,51,35,11,3,263
106年 7月,屏東縣,12358,4921,3381,1700,1087,200,345,191,55,9,2,468
106年 7月,臺東縣,4102,1546,833,1087,469,12,33,9,3,6,34,69
106年 7月,花蓮縣,4624,2615,565,577,571,28,74,13,8,2,97,73
106年 7月,澎湖縣,1609,842,305,157,170,3,49,13,4,0,13,52
106年 7月,基隆市,7091,4974,939,444,424,85,81,4,29,0,10,101
106年 7月,新竹市,7275,4757,572,653,438,252,86,36,29,0,17,435
106年 7月,嘉義市,4204,1474,1117,748,273,162,212,36,37,0,5,140
106年 7月,金門縣,1387,761,244,152,46,5,29,12,14,0,6,119
106年 7月,連江縣,247,61,67,26,7,1,8,2,1,0,3,72
106年 8月,新北市,57783,35213,10710,6414,3051,619,529,89,104,1,19,1035
106年 8月,臺北市,39302,23109,12626,632,554,116,68,14,61,0,8,2113
106年 8月,桃園市,40838,22025,5555,5016,5773,350,948,127,202,5,22,816
106年 8月,臺中市,40319,20316,5954,6147,3424,222,520,121,208,11,1526,1870
106年 8月,臺南市,29709,15216,6996,2770,2105,341,284,199,124,11,8,1655
106年 8月,高雄市,42099,19344,6111,3309,4308,1469,754,211,475,9,3,6105
106年 8月,宜蘭縣,7087,3142,1762,909,684,81,93,44,32,8,33,297
106年 8月,新竹縣,8279,3724,2542,1005,730,19,99,53,34,5,0,67
106年 8月,苗栗縣,8087,3176,1234,1621,1192,142,195,65,25,4,1,432
106年 8月,彰化縣,17572,8430,3183,2328,1745,376,356,251,141,33,109,620
106年 8月,南投縣,7157,3457,1666,911,775,76,86,24,37,4,3,118
106年 8月,雲林縣,7515,2942,1871,817,593,27,409,48,34,22,3,750
106年 8月,嘉義縣,8417,3183,2441,1497,688,155,160,32,33,14,3,211
106年 8月,屏東縣,13912,5523,3802,1816,1352,179,357,194,56,8,4,619
106年 8月,臺東縣,4087,1603,883,1016,456,12,20,9,2,8,31,46
106年 8月,花蓮縣,5047,2887,564,643,638,19,84,19,11,5,89,90
106年 8月,澎湖縣,1666,938,270,159,143,4,39,13,5,0,24,71
106年 8月,基隆市,7054,4876,915,469,475,59,103,4,28,0,9,116
106年 8月,新竹市,7308,4803,595,634,445,237,76,41,25,0,19,434
106年 8月,嘉義市,4329,1454,1225,816,239,165,222,38,36,0,1,134
106年 8月,金門縣,1325,755,198,148,60,2,24,11,9,0,8,109
106年 8月,連江縣,278,71,89,25,7,1,8,2,1,0,3,72
106年 9月,新北市,43786,22319,10896,5473,2870,643,440,83,96,0,25,940
106年 9月,臺北市,41563,23045,14950,821,568,95,103,20,59,0,11,1889
106年 9月,桃園市,40937,22233,5475,5023,5764,327,951,129,199,5,23,809
106年 9月,臺中市,39512,21110,5826,5851,3543,326,424,129,212,13,477,1600
106年 9月,臺南市,27174,13976,6428,2557,1933,314,261,183,114,10,7,1391
106年 9月,高雄市,41829,19652,6078,2999,4104,1595,747,213,457,8,2,5973
106年 9月,宜蘭縣,6833,3072,1736,855,646,64,77,36,15,1,42,288
106年 9月,新竹縣,7343,3426,2181,870,617,17,82,60,27,7,0,57
106年 9月,苗栗縣,8754,3801,1755,1287,1061,163,220,77,39,3,1,348
106年 9月,彰化縣,17109,7929,3572,2309,1659,356,393,61,94,49,111,577
106年 9月,南投縣,7218,3429,1755,1086,600,46,143,27,41,7,6,79
106年 9月,雲林縣,7429,2798,1944,896,669,45,458,53,37,20,8,503
106年 9月,嘉義縣,8495,2939,2770,1481,652,226,142,35,25,23,1,202
106年 9月,屏東縣,14118,5662,3727,1810,1130,200,376,199,55,9,2,948
106年 9月,臺東縣,4028,1610,935,943,410,12,25,8,3,7,26,50
106年 9月,花蓮縣,4984,2952,606,627,469,19,71,12,8,3,132,85
106年 9月,澎湖縣,1796,1093,265,164,133,3,46,9,5,0,13,64
106年 9月,基隆市,7080,4983,966,411,423,61,93,5,25,0,7,106
106年 9月,新竹市,7178,4849,573,645,437,244,76,46,25,0,18,265
106年 9月,嘉義市,4346,1472,1240,804,227,162,213,39,34,0,1,154
106年 9月,金門縣,1368,816,195,145,62,2,22,13,9,0,8,96
106年 9月,連江縣,293,77,88,25,10,2,8,2,1,0,3,75
106年 10月,新北市,48591,24590,11499,6534,3289,834,402,96,114,0,18,1217
106年 10月,臺北市,41558,23155,14850,877,548,102,102,23,57,0,10,1835
106年 10月,桃園市,40952,23099,5542,4756,5232,327,915,127,206,5,11,733
106年 10月,臺中市,39340,20735,5847,6200,3531,234,473,153,189,13,403,1561
106年 10月,臺南市,29518,15206,6992,2795,2103,341,284,199,124,11,8,1455
106年 10月,高雄市,42193,19420,6099,3382,4288,1420,748,232,460,9,12,6124
106年 10月,宜蘭縣,7150,3170,1784,968,640,105,83,36,26,2,48,288
106年 10月,新竹縣,7733,3606,2264,947,686,20,67,55,31,5,2,49
106年 10月,苗栗縣,8522,3529,1568,1558,1070,160,225,87,46,3,1,276
106年 10月,彰化縣,17380,8545,3152,2332,1627,378,349,74,81,55,200,587
106年 10月,南投縣,7244,3493,1691,1051,532,72,40,24,6,10,254,71
106年 10月,雲林縣,7275,2837,1888,754,574,30,556,61,35,21,0,520
106年 10月,嘉義縣,8601,3154,2594,1545,659,209,147,22,25,32,2,213
106年 10月,屏東縣,15382,6183,3973,1846,1411,195,366,205,55,10,4,1136
106年 10月,臺東縣,4017,1610,1024,943,327,14,25,9,2,7,27,29
106年 10月,花蓮縣,5155,2974,643,701,578,15,59,12,11,0,81,82
106年 10月,澎湖縣,1815,992,380,158,148,6,50,15,5,0,7,53
106年 10月,基隆市,7302,4963,974,675,394,59,86,5,27,0,6,112
106年 10月,新竹市,7199,4845,630,620,411,249,73,46,25,0,19,280
106年 10月,嘉義市,4278,1497,1227,774,237,163,213,37,35,0,1,94
106年 10月,金門縣,1425,833,211,170,44,3,23,15,10,0,8,109
106年 10月,連江縣,298,90,59,24,12,1,16,2,1,0,3,90
106年 11月,新北市,94851,45196,28341,9777,3144,4690,750,1729,162,0,20,1042
106年 11月,臺北市,39237,22095,13663,606,627,113,55,27,57,0,9,1983
106年 11月,桃園市,42639,22536,5822,5041,6080,354,966,125,207,5,17,1485
106年 11月,臺中市,39057,20565,5771,6024,3529,256,426,164,208,10,550,1554
106年 11月,臺南市,30136,15448,7106,2796,2135,347,289,202,126,11,8,1667
106年 11月,高雄市,41764,19035,6037,3326,4486,1334,739,219,456,9,12,6112
106年 11月,宜蘭縣,6489,2899,1594,898,570,109,81,36,24,1,46,231
106年 11月,新竹縣,7580,3460,2235,944,665,18,77,84,34,4,0,59
106年 11月,苗栗縣,12931,8514,1543,980,1059,206,251,48,32,3,1,294
106年 11月,彰化縣,17452,8440,3131,2279,1732,364,414,72,109,29,289,595
106年 11月,南投縣,6917,3323,1659,1050,554,75,108,30,30,2,3,82
106年 11月,雲林縣,7395,2835,2019,701,488,31,507,56,75,20,2,660
106年 11月,嘉義縣,8685,3290,2632,1511,636,207,141,30,29,25,4,180
106年 11月,屏東縣,14044,5539,3599,1871,1159,196,380,199,58,11,2,1028
106年 11月,臺東縣,4023,1591,961,949,407,20,24,10,2,8,33,18
106年 11月,花蓮縣,5695,3240,680,742,720,20,91,11,8,1,97,85
106年 11月,澎湖縣,1636,850,346,169,152,2,32,6,4,0,7,67
106年 11月,基隆市,8248,4989,1335,749,816,65,136,8,30,0,5,114
106年 11月,新竹市,7269,4691,798,594,460,245,72,114,24,0,19,252
106年 11月,嘉義市,4332,1451,1245,778,189,166,213,37,35,0,1,216
106年 11月,金門縣,1369,804,197,150,60,3,25,15,12,0,6,97
106年 11月,連江縣,326,81,115,25,11,1,13,2,1,0,3,75
106年 12月,新北市,42249,21197,10370,5268,3004,798,430,81,95,3,13,990
106年 12月,臺北市,39717,23134,13251,593,629,124,54,16,61,0,10,1845
106年 12月,桃園市,40628,22292,5564,4503,5736,380,956,115,189,7,14,874
106年 12月,臺中市,39408,20299,6346,6138,3523,300,413,148,194,12,542,1492
106年 12月,臺南市,31305,16289,7480,2895,2250,365,304,213,134,12,8,1356
106年 12月,高雄市,40988,18608,5930,3267,4297,1341,757,225,453,8,6,6095
106年 12月,宜蘭縣,6511,2974,1601,820,568,103,83,71,13,0,45,235
106年 12月,新竹縣,8150,3776,2288,978,711,19,93,108,37,3,0,137
106年 12月,苗栗縣,12784,3056,6893,947,1037,145,281,49,32,3,1,339
106年 12月,彰化縣,17632,8455,2422,3141,1633,372,414,73,102,28,320,673
106年 12月,南投縣,6954,3233,1710,994,625,92,151,30,30,3,3,83
106年 12月,雲林縣,7160,2633,1965,734,477,28,486,61,72,24,2,678
106年 12月,嘉義縣,8458,3248,2518,1456,649,201,148,27,24,18,1,169
106年 12月,屏東縣,13385,5606,3590,1781,1112,188,399,203,57,9,3,436
106年 12月,臺東縣,5608,1863,1529,1651,449,15,31,10,2,7,36,14
106年 12月,花蓮縣,5487,3161,717,667,678,8,71,20,10,0,86,69
106年 12月,澎湖縣,1500,827,311,171,89,2,31,10,4,0,6,49
106年 12月,基隆市,8177,4744,1986,414,705,83,112,7,32,0,7,88
106年 12月,新竹市,7344,4765,760,615,459,242,72,85,23,0,18,305
106年 12月,嘉義市,4227,1444,1291,788,186,165,214,41,37,0,1,59
106年 12月,金門縣,1421,769,212,207,44,3,28,19,17,0,7,116
106年 12月,連江縣,336,84,157,26,11,1,13,2,1,0,3,37
107年,新北市,762756,420537,183763,82324,35279,13254,9573,3468,1865,10,132,12551
107年,臺北市,470866,271868,156696,7914,7150,1322,1129,267,918,1,96,23506
107年,桃園市,568369,300337,95851,62347,69997,5582,14731,1827,7101,65,187,10342
107年,臺中市,538695,286280,87493,81051,42721,3755,5929,2306,2830,143,5465,20722
107年,臺南市,431904,220548,98743,42650,38388,4939,4082,2554,1833,158,115,17895
107年,高雄市,629572,295696,99818,52448,62181,22216,14941,6304,7486,128,67,68288
107年,宜蘭縣,101266,43267,25272,16739,7763,1255,1272,647,311,21,396,4322
107年,新竹縣,117706,53521,35330,14439,11104,212,1276,831,479,51,9,454
107年,苗栗縣,115628,48570,22563,18772,14321,1633,3539,645,423,44,18,5099
107年,彰化縣,275369,151131,42932,35334,21639,3939,5429,968,1222,776,2626,9374
107年,南投縣,84650,39778,20142,12850,7124,846,1231,415,297,36,904,1027
107年,雲林縣,112234,35199,39015,10923,9568,638,6753,788,468,336,141,8405
107年,嘉義縣,107809,38895,33283,19174,9577,1869,1766,296,328,189,26,2407
107年,屏東縣,175412,68504,47313,23580,15470,2778,5839,2483,794,166,34,8452
107年,臺東縣,49644,17177,12439,13077,5421,190,348,149,29,68,330,417
107年,花蓮縣,66484,38746,8605,7675,8314,50,821,230,118,10,1055,860
107年,澎湖縣,22146,12070,4876,2194,1490,35,496,162,143,1,142,537
107年,基隆市,99792,59703,20624,9751,5497,676,1605,119,571,7,67,1173
107年,新竹市,102157,69627,8547,8224,5623,3030,1260,823,402,3,184,4433
107年,嘉義市,68790,22902,23558,12692,2647,2016,2453,406,466,13,183,1453
107年,金門縣,16467,9233,2098,1896,763,53,317,210,110,1,105,1683
107年,連江縣,3999,1061,1709,338,121,23,239,25,11,5,33,433
107年 1月,新北市,41173,21129,10166,4915,2692,741,451,92,97,0,13,877
107年 1月,臺北市,42583,25115,13820,674,389,121,71,16,68,0,7,2302
107年 1月,桃園市,40268,23379,6518,4662,2817,394,929,142,504,5,22,896
107年 1月,臺中市,41305,21302,6667,6290,3722,307,440,161,215,10,607,1582
107年 1月,臺南市,33333,17324,7946,3076,2388,386,323,226,142,12,8,1501
107年 1月,高雄市,42698,19085,6383,3034,3899,1682,773,254,461,8,6,7113
107年 1月,宜蘭縣,7668,3272,1896,1182,618,130,103,57,26,0,48,336
107年 1月,新竹縣,7869,3542,2393,988,714,21,97,43,37,3,0,32
107年 1月,苗栗縣,9527,4001,1348,1978,1307,172,256,57,34,3,1,369
107年 1月,彰化縣,18328,8964,3155,2413,1812,333,405,81,97,38,374,655
107年 1月,南投縣,7135,3464,1688,1015,599,61,90,31,13,2,3,170
107年 1月,雲林縣,7626,2619,2014,705,615,40,570,63,75,23,1,901
107年 1月,嘉義縣,8737,3182,2688,1538,721,159,161,39,22,25,2,201
107年 1月,屏東縣,12618,4852,3381,1889,1137,249,454,195,60,8,4,391
107年 1月,臺東縣,3895,1320,844,1173,442,16,25,12,2,4,32,26
107年 1月,花蓮縣,5549,3482,654,560,693,7,33,10,4,1,60,44
107年 1月,澎湖縣,1514,892,304,136,83,5,26,5,4,0,10,51
107年 1月,基隆市,8374,4994,1934,413,715,85,100,6,27,0,5,95
107年 1月,新竹市,7884,5340,664,644,452,252,89,70,27,0,19,326
107年 1月,嘉義市,4613,1545,1376,815,244,169,218,37,39,0,2,167
107年 1月,金門縣,1416,823,187,159,73,3,32,16,8,0,6,108
107年 1月,連江縣,324,92,128,28,11,3,19,2,1,0,3,36
107年 2月,新北市,40766,21527,9731,4678,2480,688,438,130,121,0,7,968
107年 2月,臺北市,40166,22301,14331,449,762,143,92,14,85,0,6,1983
107年 2月,桃園市,39594,23231,6390,4261,2704,442,1027,135,419,4,18,962
107年 2月,臺中市,41582,21834,6868,5880,3658,359,449,202,210,13,405,1703
107年 2月,臺南市,34184,17344,7981,3173,2480,393,320,234,143,13,9,2094
107年 2月,高雄市,43051,19541,6333,2763,3780,1588,763,255,462,10,8,7548
107年 2月,宜蘭縣,8240,3667,1987,1195,702,129,103,39,65,1,32,320
107年 2月,新竹縣,8204,3744,2414,1062,721,20,91,65,40,3,2,43
107年 2月,苗栗縣,9465,4079,1371,1836,1266,170,245,69,35,3,1,391
107年 2月,彰化縣,18842,9202,3312,2492,1785,355,421,86,121,38,277,752
107年 2月,南投縣,7152,3409,1692,894,629,98,64,32,10,1,168,155
107年 2月,雲林縣,7671,2741,2074,668,589,41,530,34,72,28,0,892
107年 2月,嘉義縣,8944,3205,2836,1566,749,163,172,45,25,12,1,171
107年 2月,屏東縣,13068,5255,3360,1916,1138,260,470,192,62,8,2,406
107年 2月,臺東縣,4375,1682,1118,1031,366,17,44,9,2,4,29,73
107年 2月,花蓮縣,5431,3138,753,554,652,1,93,20,11,0,77,132
107年 2月,澎湖縣,1691,1028,369,144,48,6,28,10,5,0,9,44
107年 2月,基隆市,8825,5032,2046,524,870,95,113,7,31,0,5,103
107年 2月,新竹市,8132,5471,708,638,464,251,107,71,32,0,16,373
107年 2月,嘉義市,4766,1644,1437,837,246,172,227,37,38,0,2,125
107年 2月,金門縣,1313,733,184,109,49,3,23,19,9,0,6,178
107年 2月,連江縣,335,76,132,25,9,2,46,2,1,0,3,38
107年 3月,新北市,51375,26423,11908,6101,3473,1042,523,183,147,7,38,1531
107年 3月,臺北市,39512,21117,15194,623,700,116,73,22,73,0,6,1589
107年 3月,桃園市,48319,22731,7480,4835,10232,398,937,116,545,7,25,1014
107年 3月,臺中市,41149,21218,6735,6375,3578,282,448,242,222,10,521,1518
107年 3月,臺南市,34027,17333,7976,3154,2878,393,320,234,143,12,9,1575
107年 3月,高雄市,43070,19467,6026,3097,4151,2003,750,241,450,10,10,6864
107年 3月,宜蘭縣,7673,3358,1762,1312,674,109,115,56,36,0,1,250
107年 3月,新竹縣,9393,4580,2577,1133,781,21,122,100,38,3,0,39
107年 3月,苗栗縣,7770,3225,1267,1184,1052,136,263,54,32,4,2,552
107年 3月,彰化縣,18770,8946,3515,2390,1937,341,417,79,130,48,267,702
107年 3月,南投縣,6759,3519,1219,1001,607,112,71,29,10,2,120,69
107年 3月,雲林縣,7888,2685,2208,791,823,43,512,59,71,19,4,672
107年 3月,嘉義縣,9003,3199,2772,1589,821,166,146,36,34,15,3,221
107年 3月,屏東縣,13078,5095,3649,1774,1121,239,453,195,62,9,3,478
107年 3月,臺東縣,4046,1427,1002,991,502,17,31,9,2,5,24,37
107年 3月,花蓮縣,4974,2740,626,515,759,6,92,12,7,1,100,116
107年 3月,澎湖縣,1903,987,501,166,98,4,49,14,21,0,9,55
107年 3月,基隆市,8523,4876,2020,933,325,97,115,9,33,2,7,107
107年 3月,新竹市,8507,5710,701,686,481,263,97,118,43,0,18,390
107年 3月,嘉義市,4923,1640,1544,851,229,178,229,39,38,0,2,174
107年 3月,金門縣,1356,783,164,134,84,3,29,20,10,0,7,121
107年 3月,連江縣,334,83,153,29,8,1,18,2,1,0,3,35
107年 4月,新北市,43947,23397,10791,5128,2427,693,435,87,103,1,17,867
107年 4月,臺北市,43041,22337,17593,595,604,143,69,22,61,0,11,1604
107年 4月,桃園市,42256,23118,7060,4666,4501,425,1071,131,526,5,14,739
107年 4月,臺中市,41105,21518,6790,6222,3508,304,436,147,193,12,422,1552
107年 4月,臺南市,34528,17493,8050,3553,2905,396,323,236,145,12,9,1407
107年 4月,高雄市,43160,19375,6376,4031,4647,1707,1190,541,475,8,5,4805
107年 4月,宜蘭縣,7842,3391,1944,1302,601,95,100,36,14,1,37,321
107年 4月,新竹縣,8671,4126,2390,1139,731,22,111,80,42,3,5,22
107年 4月,苗栗縣,7767,3288,1276,1127,1027,114,425,52,31,3,2,422
107年 4月,彰化縣,18744,9069,3565,2272,1749,363,412,77,121,58,267,792
107年 4月,南投縣,6335,3136,1253,1103,581,55,49,29,9,6,57,57
107年 4月,雲林縣,8008,2794,2157,867,767,48,550,65,27,13,9,713
107年 4月,嘉義縣,8841,3174,2920,1544,654,151,139,24,35,18,1,180
107年 4月,屏東縣,12814,5173,3374,1762,1064,234,464,198,63,11,3,467
107年 4月,臺東縣,3875,1379,980,990,404,15,25,9,3,3,31,36
107年 4月,花蓮縣,4729,2716,598,493,659,0,71,17,7,0,95,74
107年 4月,澎湖縣,1870,902,440,160,256,2,52,13,6,0,10,30
107年 4月,基隆市,8187,4684,1743,1049,374,61,115,11,35,2,4,109
107年 4月,新竹市,8654,5897,647,682,483,257,119,116,35,0,20,397
107年 4月,嘉義市,4960,1632,1609,876,217,179,229,40,38,0,2,138
107年 4月,金門縣,1325,754,152,122,47,9,25,16,9,0,9,183
107年 4月,連江縣,330,81,153,29,8,2,16,2,1,0,3,35
107年 5月,新北市,42284,22060,10180,5010,2383,1105,441,87,89,0,9,919
107年 5月,臺北市,45424,24473,17402,794,640,120,175,18,66,0,12,1725
107年 5月,桃園市,43969,23857,7774,5021,4204,431,1104,145,623,5,11,793
107年 5月,臺中市,41877,22065,6770,6396,3380,311,490,158,213,13,463,1618
107年 5月,臺南市,35950,18289,8354,3544,3020,408,332,239,150,13,9,1592
107年 5月,高雄市,51616,23889,8861,4855,4759,1885,1293,554,547,14,6,4952
107年 5月,宜蘭縣,8876,3612,2397,1560,615,109,119,46,20,5,39,353
107年 5月,新竹縣,11444,5261,3169,1613,1063,25,126,87,53,6,0,41
107年 5月,苗栗縣,11330,4283,3672,1463,889,134,467,49,48,3,2,319
107年 5月,彰化縣,18606,9247,3556,2349,1792,343,210,77,109,49,182,692
107年 5月,南投縣,6406,3086,1482,975,459,57,135,28,33,2,90,59
107年 5月,雲林縣,9235,3215,2056,929,682,52,589,58,25,107,9,1513
107年 5月,嘉義縣,10025,3537,2898,1634,1332,172,159,32,17,15,2,227
107年 5月,屏東縣,12795,4878,3455,1882,1107,227,476,201,66,12,3,488
107年 5月,臺東縣,3878,1433,1054,880,384,14,29,9,1,5,26,45
107年 5月,花蓮縣,6247,3562,615,476,1317,0,69,20,19,0,101,68
107年 5月,澎湖縣,1906,995,430,205,135,3,53,13,16,0,18,37
107年 5月,基隆市,8144,4961,1754,899,188,53,123,10,44,0,6,106
107年 5月,新竹市,8636,5947,712,674,460,242,107,65,34,0,20,372
107年 5月,嘉義市,5275,1766,1735,924,217,181,230,40,37,1,2,142
107年 5月,金門縣,1298,726,149,142,55,3,28,17,6,0,8,164
107年 5月,連江縣,332,86,148,33,9,3,12,2,1,0,3,34
107年 6月,新北市,43072,22703,10352,5559,2210,739,449,85,88,0,13,875
107年 6月,臺北市,41312,25946,11957,780,649,105,92,32,66,0,6,1679
107年 6月,桃園市,45927,24761,8245,5222,4445,438,1200,145,565,5,14,888
107年 6月,臺中市,41950,22163,6926,6226,3480,279,500,172,222,9,425,1548
107年 6月,臺南市,36484,18733,8499,3690,3136,422,345,522,155,13,10,959
107年 6月,高雄市,57148,26605,9628,5354,5546,1968,1484,742,663,19,3,5136
107年 6月,宜蘭縣,8406,3627,2127,1382,595,94,108,46,21,3,42,361
107年 6月,新竹縣,10459,4641,3340,1182,1037,24,100,52,41,4,0,38
107年 6月,苗栗縣,9270,3919,1378,1950,1108,137,239,46,34,3,3,453
107年 6月,彰化縣,18936,9211,3597,2327,1865,320,398,87,98,50,242,741
107年 6月,南投縣,6755,3296,1390,1076,580,48,152,49,44,2,49,68
107年 6月,雲林縣,8359,2826,2279,853,754,93,581,77,29,49,11,807
107年 6月,嘉義縣,9284,3357,2767,1638,946,164,164,20,17,19,4,190
107年 6月,屏東縣,14032,5589,4089,1881,1015,215,486,205,68,15,2,465
107年 6月,臺東縣,3921,1401,1061,1058,272,15,28,16,1,5,25,40
107年 6月,花蓮縣,5752,3668,698,525,545,1,95,33,11,0,117,60
107年 6月,澎湖縣,1856,1002,417,172,131,3,51,13,17,0,14,37
107年 6月,基隆市,8157,5071,1648,681,417,50,128,10,37,1,7,107
107年 6月,新竹市,8596,5895,702,711,477,259,112,62,30,0,18,331
107年 6月,嘉義市,5353,1846,1747,925,227,186,233,40,40,2,2,106
107年 6月,金門縣,1344,748,158,179,58,3,41,17,6,0,9,125
107年 6月,連江縣,336,89,150,29,12,2,14,2,1,0,3,36
